Company	Sector	Stage	Amount	Location	About	Funding Year
Ultraviolette Automotive	Automation	Mid Stage	4972.21	Bengaluru	Industries Automotive Electric Vehicle Energy Energy Storage	2020
WinZO	Gaming	Mid Stage	218292.27	New Delhi	WinZO is a mobile e-Sports gaming platform in India. It is available in 10 regional languages of India.	2020
SenseHawk	Solar SaaS	Mid Stage	60636.74	Bengaluru	SenseHawk is a SaaS platform that helps improve processes and saves cost in the development	2020
Railofy	WL & RAC protection	Early Stage	10914.61	Mumbai	Enables waitlisted passengers to reach their destination at the lowest possible price if their ticket is not	2020
Eloelo	Social commerce	Early Stage	5457.31	Bengaluru	Social Commerce Venture for Wellness. View company info, jobs, team members, culture, funding and more.	2020
Aibono	AgriTech	Other Stages	24254.7	Bengaluru	A next dimension food & farming platform that unites two ends of the food chain from growing to consuming	2020
BuildPan	SaaS startup	Early Stage	6063.67	Indore	Buildpan helps you with continuous build, development and user feedback for iOS and Android development.	2020
Homelane	Home interior services	Other Stages	97018.79	Bengaluru	Explore 1000's of fully customizable home interior designs.	2020
MyGlamm	Fashion	Mid Stage	12127.35	Mumbai	Buy Makeup kit & Cosmetics Products from international makeup brand	2020
Aviom	Finance	Other Stages	8270.85	New Delhi	A social impact focused housing finance company catering to housing needs of customers in semi urban areas	2020
Flinto	EdTech Startup	Other Stages	84891.44	Chennai	Flintobox is an India-based company that produces educational activity boxes for children	2020
WayCool	Agritech startup	Mid Stage	61364.38	Chennai	WayCool is a social enterprise positively impacting the lives of India's farmers	2020
YAP	API platform	Mid Stage	49115.76	Chennai	Create your own stream of Neo-banking and Deposit products using our bank-grade APIs	2020
Big Bang Boom Solutions	Deep Tech	Mid Stage	12733.72	Chennai	It aims to co-create intellectual property that can reside within the borders of the country.	2020
GUVI	EdTech Startup	Mid Stage	9701.88	Chennai	Operates vernacular-language based education tech startup	2020
BluSmart	Electricity	Other Stages	84891.44	Gurugram	BluSmart, an all-electric ride-hailing platform	2020
Cell Propulsion	Automotive company	Other Stages	36382.05	Bengaluru	Designs and develops electric power drives and autonomous electric mobility solutions	2020
MPL	Entertainment	Mid Stage	606367.42	Bengaluru	Mobile Premier League (also known as MPL) is the mobile e-Sports platform	2020
Spoonshot	FMCG	Early Stage	12127.35	Bengaluru	A food science company using AI to predict consumer taste and food trends	2020
Pulse	FinTech	Other Stages	9095.51	Mumbai	Helps people navigate through and profit off financial markets	2020
Groww	FinTech	Mid Stage	363820.45	Bengaluru	Leading Investment and Trading Platform	2020
i3 Systems	Insurance Tech	Other Stages	12733.72	Mumbai	Transforming India's health insurance industry with its digital solutions and AI products for automation	2020
SOAL	EdTech	Mid Stage	12127.35	Mumbai	A skill-tank nurturing students into disruptive, tech-empowered creators and future leaders	2020
OckyPocky	EdTech	Early Stage	4850.94	Gurugram	Ockypocky helps kids in learning spoken english	2020
Hippo Video	Video personalization	Mid Stage	48509.39	New York	Helps enterprise businesses achieve their marketing and sales goals through seamless video	2020
Hasura	Software Company	Mid Stage	303183.71	San Francisco	Builds developer tooling products, including open source tools, backend	2020
Qapita	FinTech	Early Stage	13097.54	Singapore	Qapita provides digital equity management tools for private companies and startups.	2020
Sunday	FinTech	Other Stages	109146.14	Bangkok	An end-to-end insurance products and services provider that uses AI to offer personalized packages.	2020
Gamezop	Gaming	Mid Stage	52147.6	Gurugram	A multi-game platform	2020
Phool.co	Biomaterial startup	Other Stages	16978.29	Kanpur	They use flowers from temples across India's and create useful products such as rose incense cone	2020
Chiratae Ventures	Venture capital	Early Stage	36382.05	Bengaluru	A leading tech venture capital fund focused on enabling entrepreneurs in India.	2020
MedLife	Health	Early Stage	82465.97	Bengaluru	An India online platform, which provides pharmacy, diagnostics, and e-consultation in India.	2020
IDfy	IT	Mid Stage	25588.71	Mumbai	IDfy provides risk and fraud solutions	2020
True Balance	Finance	Mid Stage	36382.05	Gurugram	Earn money by meeting financial needs of your friends and neighbors.	2020
Bira91	Craft Beer	Early Stage	9265.29	New Delhi	A craft beer brand manufactured by B9 Beverages Pvt. Ltd.	2020
Max wholesale	E-commerce	Mid Stage	7312.79	New Delhi	MaxWholesale is an online distributor that provides authentic FMCG goods	2020
Craftsvilla	E-commerce	Early Stage	4960.09	Mumbai	Sells ethnic apparel, footwear, fashion accessories, beauty products, handcrafted home accessories	2020
MechMocha	Entertainment	Mid Stage	3541.19	Bengaluru	India's first vernacular social gaming platform	2020
Mindhouse	Healthtech	Early Stage	3468.42	Gurugram	A gym to train your mind offering workouts and programmes	2020
DeepSync	AI startup	Mid Stage	1649.32	Chandigarh	A revolutionary way to record your content, without you really speaking	2020
Eruditus	Education	Other Stages	36382.05	Mumbai	Bring world-class business and professional education to a global audience	2020
Gradeup	Education	Early Stage	6621.53	Noida	India's largest exam preparation destination,	2020
Tracxn	Investment	Mid Stage	10756.96	Bengaluru	Tracxn is the research partner for Venture Capitalist	2020
Purple Style Labs	Fashion	Other Stages	521.48	Mumbai	Shopping experience and foster the growth of Indian brands and designers.	2020
ProPhysio	Health	Mid Stage	496.01	Bengaluru	The largest provider of physiotherapy and rehabilitation services	2020
Flickstree	Tech	Mid Stage	496.01	Mumbai	World's largest video publisher	2020
Settl	TravelTech	Other Stages	36382.05	Gurugram	Get affordable AC bus-rides everyday	2020
Fanspole	Entertainment	Other Stages	36382.05	Thane	India's only social fantasy gaming platform	2020
Sarva	Healthcare	Early Stage	36382.05	Mumbai	A wellness ecosystem built on the authentic foundations of Yoga	2020
Univ.ai	EdTech	Early Stage	36382.05	Bengaluru	A distributed, global educational powerhouse that draws on technology	2020
PurohitJi	Linguistic Spiritual	Mid Stage	36382.05	Bengaluru	App for Hindu Puja Products & Services	2020
CredoLab	Tech	Mid Stage	84891.44	Singapore	AI credit scoring platform	2020
Brick&Bolt	Construction and Real Estate	Mid Stage	26680.17	Bengaluru	A construction company doing house construction, building construction, commercial construction	2020
Grinntech	Battery manufacturer	Other Stages	24254.7	Chennai	Leading on all fronts of battery design	2020
6Degree	Fashion	Other Stages	4123.3	Mumbai	India's leading fashion business platform	2020
Exprs	Nano Distribution Network	Early Stage	68640.79	Madhapur	Nano Distribution Centres, enabling seamless connectivity of businesses & Consumers.	2020
Bikayi	E-commerce	Early Stage	24254.7	Hyderabad	Provides free whatsapp integrated E-Commerce Store	2020
Virtual Forest	Tech	Early Stage	36382.05	Bengaluru	Tracking seasonal change in virtual forest	2020
The Health company	AI health	Other Stages	4244.57	Gurugram	Organic superfoods & free personal health coaching that actually work.	2020
TrulyMadly Matchmakers	Dating app	Other Stages	1334.01	Gurugram	One of the best dating Apps in India connecting singles across the country.	2020
TrueFan	Media	Early Stage	52147.6	Mumbai	Enables users to play quizzes around celebrities and winners get a personalised video message from stars.	2020
Fanspole	Gaming	Other Stages	36382.05	Mumbai	A free app that users can use to create contests and play	2020
Byju's	EdTech	Early Stage	1479536.51	Bengaluru	Provides online learning classes	2020
Avail Finance	Fintech	Mid Stage	141101.7	Bengaluru	Instant online loan app	2020
The Money Club	AI	Other Stages	36382.05	New Delhi	AI based chit fund cashier app	2020
Virohan	Healthcare/Edtech	Early Stage	33956.58	Gurugram	Healthcare training company	2020
OneCode	Social Commerce	Early Stage	36382.05	Gurugram	Connects new-age digital first brands with relevant sellers	2020
Verloop.io	AI	Early Stage	60636.74	Bengaluru	Helps automate customer service using Artificial Intelligence	2020
Otipy	Agritech/Commerce	Other Stages	12127.35	Gurugram	Connects consumers with farmers thorugh women resellers	2020
Evage	Mobility tech	Mid Stage	36382.05	Chandigarh	Develop emissions-free electric commercial vehicles	2020
LEAD School	EdTech	Mid Stage	339565.76	Mumbai	Offers an integrated system for schools by helping them digitize the entire curriculum	2020
Trell	Social e-commerce	Mid Stage	133400.83	Bengaluru	Allows users to share their travel experiences	2020
Captain Fresh	Food & Logistics	Other Stages	27892.9	Bengaluru	Sea food Supply chain	2020
Teachmint	EdTech	Early Stage	36382.05	Bengaluru	Empowers tutors with tools to deliver effective learning outcomes for students and parents	2020
Pixxel	SpaceTech	Early Stage	60636.74	Bengaluru	Indian Earth observation startup	2020
Habbit Health	Nutrition Tech	Other Stages	36382.05	New Delhi	Applies modern science for healthier life through proprietary foods & digital ecosystem	2020
SmarterBiz	Tech	Other Stages	12915.63	Bengaluru	An end-to-end CX platform enabled with the gig workforce	2020
Able Jobs	HR	Mid Stage	24254.7	Bengaluru	Provides end to end hiring support to companies	2020
Vieroots	Healthtech	Other Stages	36382.05	Kochi	Personalised lifestyle management using epigenetic science	2020
Stack Finance	Fintech	Early Stage	36382.05	Bengaluru	It automates invesments, expenses, borrowing under a single platform	2020
FPL Technologies	Fintech	Mid Stage	121273.48	Pune	OneScore app is built by FPL - Free credit scoring and monitoring	2020
Masai School	EdTech	Mid Stage	30318.37	Bengaluru	It trains tech aspirants in full stack wed and android development	2020
Mitron	Media	Mid Stage	60636.74	Bengaluru	Short Video and Social Platform	2020
Daalchini	IoT	Other Stages	8113.2	New Delhi	Physical and Digital vending machines startup	2020
Suno India	Media	Other Stages	36382.05	Hyderabad	Multilingual podcast platform	2020
LendingKart	Fintech	Late Stage	194959.25	Ahmedabad	Provides working capital loans and business loans to MSMEs	2020
Text Mercato	E-commerce Technology	Mid Stage	7877.93	Bengaluru	Cataloguing startup that serves ecommerce platforms	2020
Eden Smart Homes	IoT	Mid Stage	36382.05	New Delhi	Develops smart home automation systems	2020
GrayQuest	EdTech	Other Stages	12127.35	Mumbai	Enables parents to pay their annual education fees in up to 12 monthly installments	2020
BigHaat	Agritech	Other Stages	24254.7	Bengaluru	Agri-inputs ecommerce player	2020
CityCash	Fintech	Early Stage	12127.35	Mumbai	Focusses on creating a transit led micro-payments ecosystem	2020
HomeLane	Interior design	Late Stage	12127.35	Chennai	Provides interior designing solutions	2020
HungerBox	Foodtech	Mid Stage	81253.23	Bengaluru	Offers B2B tech platform to corporates, aimed at improving the operations of their cafeterias	2020
DaveAI	AI	Early Stage	36382.05	Bengaluru	Sales augmentation platform with a vision to democratise AI for enterprises	2020
Eduvanz	Fintech	Mid Stage	60636.74	Mumbai	Digital finance NBFC that provides affordable education loans	2020
ZipLoan	Fintech	Early Stage	24254.7	New Delhi	Provides loans to MSMEs	2020
DocSumo	AI	Early Stage	2668.02	Mumbai	Platform helps to automate and analyse financial data	2020
CUSMAT	AR/VR	Early Stage	36382.05	Warangal	It builds high immersion training systems for enterprises	2020
Chingari	Media	Early Stage	15765.55	Bengaluru	Short video platform	2020
Bolo Indya	Media	Other Stages	3638.2	Gurugram	User-generated content platform	2020
Data Sutram	AI	Early Stage	3231.94	Kolkata	Platform gathers intel from external data to provide location-based data intelligence.	2020
Wobot Intelligence	AI	Other Stages	30318.37	New Delhi	AI backed video analytics platform	2020
DrinkPrime	Water Technology	Other Stages	34914.64	Bengaluru	Subscription-based Water purifier startup	2020
Infeedo	HR tech	Mid Stage	8489.14	Gurugram	An employee engagement HR analytics platform	2020
Probus Smart Things	IoT	Early Stage	36382.05	New Delhi	Platform for monitoring distribution sub-station performance and operations	2020
